¬ Text file converted with loc_parser
{TMT_SETTLEMENT_INCOME}					Ingresos del enclave
{TMT_LOYALTY_LEVEL_9}	La lealtad impregna el alma de este hombre. Combatirá con su gente hasta la muerte si es preciso. 
{TMT_LOYALTY_LEVEL_10}	El nombre de este hombre es sinónimo de lealtad. Es un ejemplo para todos de la fe inquebrantable en su causa, sus amigos y su pueblo.
{TMT_NEGATIVE_LOYALTY}	Este hombre vendería a sus amigos y familia al instante si creyera que conseguiría algo con ello, por pequeño que fuera.
{TMT_NEGATIVE_COMMAND}	Verdaderamente este hombre impide cualquier posibilidad de que sus subordinados logren el éxito militar.
{TMT_NEGATIVE_INFLUENCE}	Cuando este hombre da una opinión, todos saben que lo contrario es la verdad.
{TMT_NEGATIVE_MANAGEMENT}	Este hombre puede convertir el orden en un caos. Necesita una lista de "cosas que hacer" hasta cuando va a la letrina, y aun así lo hace todo al revés.
{TMT_NEGATIVE_SUBTERFUGE}	La ingenuidad incompetente de este hombre ayuda a que todos los que negocien con él sean maestros de la astucia y el subterfugio. 
{TMT_HORDE_OCCUPY_SETTLEMENT_TOOLTIP}	Ocupar este enclave y la región colindante como nueva patria para tu pueblo. Las hordas se disolverán.
{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Robar todo lo que puedas de este enclave, destruir sus edificios y luego seguir buscando una patria nueva para tus hordas.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_HORDE_SACK_SETTLEMENT_TOOLTIP}		Saquea cuanto puedas en este enclave. Siembra el caos y continúa la búsqueda de una nueva patria para tus hordas.
{TMT_CANNOT_LEAD_NIGHT_BATTLE}		El oficial al mando en esta batalla no puede dirigir ataques nocturnos
{TMT_CANNOT_DISEMBARK_HERE}			No se puede desembarcar aquí
{TMT_CANNOT_FLEE_HORDE_PLAYER}		Este ejército no puede huir de la batalla. Si lo derrotan, perderá el enclave y todo tu pueblo se verá obligado a buscar otro lugar al que llamar patria.
{TMT_CANNOT_FLEE_HORDE_NON_PLAYER}		Este ejército no puede huir de la batalla. Si lo derrotan, perderá el enclave y el pueblo de esta nación se verá obligado a buscar otro lugar al que llamar patria.
{TMT_SIEGE_EQUIPMENT_NOT_POSSIBLE}					No es posible construir este equipo de asedio

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 6/07/05 12:30:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{TMT_LOYALTY_LEVEL_4}	Este hombre tiene fama de leal y cumplidor, alguien cuyos amigos saben que hará lo correcto.



¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:03:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 7/08/05 17:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
